Dist Code,Year,Dist Name,PADDY AREA (1000 ha),PADDY PRODUCTION (1000 Quintal),PADDY HARVEST PRICE (Rs per Quintal),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 Quintal),SORGHUM HARVEST PRICE (Rs per Quintal),ARHAR AREA (1000 ha),ARHAR PRODUCTION (1000 Quintal),ARHAR HARVEST PRICE (Rs per Quintal),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 Quintal),GROUNDNUT HARVEST PRICE (Rs per Quintal),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 Quintal),SESAMUM HARVEST PRICE (Rs per Quintal)
57,2005,Medak,85.27,2473.3,550,2.8,20.1,756,7.12,25.6,1511,25.66,300.2,1495,3.08,4.8,2095
57,2006,Medak,101.98,2752.5,634,20.65,119.4,920,25.38,146.7,2192,8.37,125.5,1806,9.67,14.4,2245
57,2007,Medak,92.82,2815.5,733,165.79,915.7,1512,61.12,201.7,2115,123.14,627.3,2024,1.7,3.6,2134
57,2008,Medak,123.91,3574.4,863,90.88,568.4,1091,17.3,70.8,2905,8.99,92.7,2415,3.58,10.1,4621
57,2009,Medak,83.12,2326.9,1030,22.62,90.3,1485,29.07,82.9,3745,48.54,272.4,2515,7.24,9.6,3706
57,2010,Medak,144.56,5149.2,956,26.97,388.5,1885,2.63,9.5,3602,12.18,204.8,3307,1.2,1.8,4715
57,2011,Medak,137.03,4069.6,1057,15.86,65,1954,26.69,56.3,3217,52.55,498.8,3795,24.56,63.8,
57,2012,Medak,110.36,3726,1271,121,1194.8,1926,39.76,96.2,3953,3.96,61.7,4477,14.11,24.8,7887
57,2013,Medak,170.97,6244.9,,74.86,634,,35.41,121.8,,6.13,87.6,,1.67,2.9,
57,2014,Medak,110.89,3630.8,,1.53,15.8,,6.54,23.4,,21.95,347.6,,3.51,6.6,
57,2015,Medak,84.17,2397.8,1428,12.66,79.6,2623,26.39,143.6,,7.45,107.9,4889,8.52,13.7,
57,2016,Medak,160.77,5960.6,,177.76,1320.7,,65.89,285.3,,110.58,981.3,,1.51,2.3,
57,2017,Medak,180.79,6158.2,,88.16,721.5,,21.18,67.6,,6.52,79.7,,3.12,4.9,
